AKH_socialist;The Socialists;X
AKH_communist;The Communists;X
AKH_fascist;The Mongolian Faction;X
###################################################################;;X
ALS;Эльзас;X
ALS_ADJ;Эльзск.;X
ALS_liberal;Liberaldem. Partei;X
ALS_conservative;Zentrumspartei;X
ALS_liberal_2;Nationalliberale;X
ALS_socialist;Deutscher Arbeiterverein;X
ALS_reactionary;Nationale Partei;X
ALS_anarcho_liberal;Radical Arbeiterpartei;X
ALS_communist;Communist Arbeiterpartei;X
ALS_fascist;NSDP;X
###################################################################;;X
ALT;Алтай;X
ALT_ADJ;Адтайск.;X
ARO_democracy;Алтайская Республика;X
ALT_absolute_monarchy;Altai Union;X
ALT_hms_government;Altai Union;X
ALT_prussian_constitutionalism;Altai Union;X
ALT_conservative;The Conservatives;X
ALT_liberal;The Liberals;X
ALT_reactionary;The Khanate Faction;X
ALT_anarcho_liberal;The Libertains;X
ALT_socialist;The Socialists;X
ALT_communist;The Communists;X
ALT_fascist;The Mongolian Faction;X
###################################################################;;X
ARC;Аргентина;X
ARC_ADJ;Аргентинск.;X
ARC_democracy;Аргентинская Конфедерация;X
ARC_presidential_dictatorship;Аргентинская Конфедерация;X
ARC_proletarian_dictatorship;Коммунистическая Федерация Аргентины;X
###################################################################;;X
ARO;Арочукву;X
ARO_ADJ;Арочукск.;X
ARO_proletarian_dictatorship;Biafra;X
ARO_proletarian_dictatorship_ADJ;Biafran;X
ARO_fascist_dictatorship;Biafra;X
ARO_fascist_dictatorship_ADJ;Biafran;X
ARO_bourgeois_dictatorship;Biafra;X
ARO_bourgeois_dictatorship_ADJ;Biafran;X
ARO_presidential_dictatorship;Biafra;X
ARO_presidential_dictatorship_ADJ;Biafran;X
ARO_democracy;Biafra;X
ARO_democracy_ADJ;Biafran;X
ARO_conservative;Eze Aro Faction;X
ARO_liberal;Reform Faction;X
ARO_reactionary;Empire Faction;X
ARO_anarcho_liberal;Radical Faction;X
ARO_socialist;Socialist Faction;X
ARO_communist;Communist Faction;X
ARO_fascist;Fascist Faction;X
###################################################################;;X
ASH;Ашанти;X
ASH_ADJ;Ашантиск.;X
ASH_proletarian_dictatorship;Гана;X
ASH_proletarian_dictatorship_ADJ;Ганск.;X
ASH_fascist_dictatorship;Гана;X
ASH_fascist_dictatorship_ADJ;Ганск.;X
ASH_bourgeois_dictatorship;Гана;X
ASH_bourgeois_dictatorship_ADJ;Ганск.;X
ASH_presidential_dictatorship;Гана;X
ASH_presidential_dictatorship_ADJ;Ганск.;X
ASH_absolute_monarchy;Империя Ашанти;X
ASH_democracy;Гана;X
ASH_democracy_ADJ;Ганск.;X
ASH_conservative;Royal Faction;X
ASH_liberal;Reform Faction;X
ASH_reactionary;Empire Faction;X
ASH_conservative_2;National Liberation Movement;X
ASH_liberal_2;United Gold Coast Convention;X
ASH_reactionary_2;National Liberation Council;X
ASH_anarcho_liberal;Progress Party;X
ASH_socialist;Ghana Congress Party;X
ASH_communist;Convention People's Party;X
ASH_fascist;Popular Front Party;X
###################################################################;;X
AWS;Ауса;X
AWS_ADJ;Ауск.;X
AWS_conservative;Sultan's Faction;X
AWS_liberal;Reformers Faction;X
AWS_reactionary;Military Faction;X
AWS_anarcho_liberal;Radical Faction;X
AWS_socialist;Afar People's Party;X
AWS_communist;Afar Communist Party;X
AWS_fascist;Fascist Faction;X
###################################################################;;X
BAN;Банат;X
BAN_ADJ;Банатск.;X
BAN_democracy;Республика Банат;X
BAN_conservative;The Conservatives;X
BAN_liberal;The Liberals;X
BAN_reactionary;The Royalist Faction;X
BAN_anarcho_liberal;The Libertains;X
BAN_socialist;The Socialists;X
BAN_communist;The Communists;X
BAN_fascist;The Nationalist Faction;X
###################################################################;;X
BDK;Бадахшан;X
BDK_ADJ;Бадахшанск.;X
BDK_absolute_monarchy;Кундуз(?);X
###################################################################;;X
BDN;Хаккяри;X
BDN_ADJ;Хаккярийск.;X
###################################################################;;X
BEN;Бенин;X
BEN_ADJ;Бенинск.;X
BEN_absolute_monarchy;Бенинская Империя;X
BEN_conservative;Oba's Faction;X
BEN_liberal;Reform Faction;X
BEN_reactionary;Military Faction;X
BEN_anarcho_liberal;Radical Faction;X
BEN_socialist;People's Faction;X
BEN_communist;Communist Faction;X
BEN_fascist;Fascist Faction;X
###################################################################;;X
BHP;Бахавалпур;X
BHP_ADJ;Бахавалпурск.;X
###################################################################;;X
BHR;Бахрейн;X
BHR_ADJ;Бахрейнск.;X
BHR_reactionary;Hizb al-Hashemiyya al-Urduni;X
BHR_conservative;Hizb al-Wasat al-Islami;X
BHR_liberal;Yasari-d-al-Dimaqrati al-Urduni;X
BHR_anarcho_liberal;Al Anarkiliberali;X
BHR_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;X
BHR_communist;Al-Hizb al-Shuyui al-Urduni;X
BHR_fascist;Hizb al-Mustaqbal;X
###################################################################;;X
BHT;Бохтан;X
BHT_ADJ;Бохтанск.;X
###################################################################;;X
BNB;Бабан;X
BNB_ADJ;Бабанск.;X
###################################################################;;X
BSH;Лесото;X
BSH_ADJ;Лесотск.;X
BSH_absolute_monarchy;Басуто;X
BSH_absolute_monarchy_ADJ;Басутск;X
BSH_conservative;Royal Faction;X
BSH_liberal;Reform Faction;X
BSH_reactionary;Empire Faction;X
BSH_anarcho_liberal;Radical Faction;X
BSH_socialist;Socialist Faction;X
BSH_communist;Communist Faction;X
BSH_fascist;Fascist Faction;X
###################################################################;;X
BTL;Битлис;X
BTL_ADJ;Битлиск.;X
###################################################################;;X
BRT;Бретань;;;;;;;;;;;;;
BRT_ADJ;Бретаньск.;;;;;;;;;;;;;
BRT_fascist;PNB;;;;;;;;;;;;;
BRT_reactionary;Strollad Broadelour;;;;;;;;;;;;;
BRT_communist;Strollad Komunist;;;;;;;;;;;;;
BRT_socialist;Unvaniezh Demokratel;;;;;;;;;;;;;
BRT_liberal;Strollad Liberal;;;;;;;;;;;;;
BRT_anarcho_liberal;Strollad Radical;;;;;;;;;;;;;
BRT_conservative;Strollad Mirour;;;;;;;;;;;;;
###################################################################;;X
BRY;Бурятия;X
BRY_ADJ;Бурятск.;X
BRY_democracy;Бурятия;X
BRY_conservative;Royal Faction;X
BRY_liberal;The Liberal Faction;X
BRY_reactionary;The Nationalist Faction;X
BRY_anarcho_liberal;The Radical Faction;X
BRY_socialist;The Socialist Faction;X
BRY_communist;The Communist Faction;X
BRY_fascist;The Fascist Faction;X
###################################################################;;X
CHK;Тямпасак;X
CHK_ADJ;Тямпасакск.;X
CHK_conservative;Royal Faction;X
CHK_liberal;The Liberal Faction;X
CHK_reactionary;The Nationalist Faction;X
CHK_anarcho_liberal;The Radical Faction;X
CHK_socialist;The Socialist Faction;X
CHK_communist;The Communist Faction;X
CHK_fascist;The Fascist Faction;X
###################################################################;;X
CHO;Тюгоку;X
CHO_ADJ;Тюгокск.;X
CHO_absolute_monarchy;Тёсю;X
CHO_absolute_monarchy_ADJ;Тёсюкск.;X
CHO_hms_government;Тёсю;X
CHO_hms_government_ADJ;Тёсюкск.;X
CHO_prussian_constitutionalism;Тёсю;X
CHO_prussian_constitutionalism_ADJ;Тёсюкск.;X
###################################################################;;X
CHY;Чечня;X
CHY_ADJ;Чеченск.;X
CHY_democracy;Чеченская Республика;X
CHY_reactionary;Qadiri;X
CHY_liberal;Reformist Faction;X
CHY_conservative;Tukkhum;X
CHY_anarcho_liberal;Radical Party;X
CHY_socialist;Socialist Party;X
CHY_communist;Communist Part;X
CHY_fascist;Fascist Party;X
###################################################################;;X
CIR;Черкесия;X
CIR_ADJ;Черкеск.;X
CIR_liberal;Partiye Libyeral;X
CIR_conservative;Partiye Wuhumenig;X
CIR_socialist;Partiye Sotsialist;X
CIR_reactionary;Partiye Natsiya;X
CIR_anarcho_liberal;Partiye Fit Bedzer;X
CIR_communist;Partiye Zefediz;X
CIR_fascist;Partiye Lepqh;X
###################################################################;;X
CLA;Калабар;X
CLA_ADJ;Калабарск.;X
CLA_conservative;Duke Town Faction;X
CLA_liberal;Creek Town Faction;X
CLA_reactionary;Empire Faction;X
CLA_anarcho_liberal;Radical Faction;X
CLA_socialist;Socialist Faction;X
CLA_communist;Communist Faction;X
CLA_fascist;Fascist Faction;X
###################################################################;;X
CRL;Читрал;X
CRL_ADJ;Читралск.;X
###################################################################;;X
CRS;Корсика;X
CRS_ADJ;Корсиканск.;X
CRS_conservative;Fazzione Cunservatore;X
CRS_liberal;Fazzione Liberale;X
CRS_reactionary;Fazzione Bonapartistu;X
CRS_socialist;Fazzione Sucialistu;X
CRS_communist;Fazzione Cumunistu;X
CRS_anarcho_liberal;Fazzione Anarchistu;X
CRS_fascist;Fazzione Fascistu;X
###################################################################;;X
CRT;Корриентес;X
CRT_ADJ;Корриентеск.;X
###################################################################;;X
DAG;Дагестан;X
DAG_ADJ;Дагестанск.;X
DAG_theocracy;Северо-Кавказский имамат;X
DAG_presidential_dictatorship;Дагестан;X
DAG_proletarian_dictatorship;Дагестан;X
DAG_bourgeois_dictatorship;Дагестан;X
DAG_fascist_dictatorship;Дагестан;X
DAG_democracy;Дагестан;X
DAG_liberal;Liberal Factuib;X
DAG_socialist;Socialist Party;X
DAG_reactionary;Nationalist Party;X
DAG_anarcho_liberal;Radical Party;X
DAG_communist;Communist Party;X
DAG_fascist;Fascist Party;X
DAG_conservative;Conservative Party;X
###################################################################;;X
DAH;Бенин;X
DAH_ADJ;Бенинск.;X
DAH_absolute_monarchy;Дагомея;X
DAH_absolute_monarchy_ADJ;Дагомейск.;X
DAH_prussian_constitutionalism;Дагомея;X
DAH_prussian_constitutionalism_ADJ;Дагомейск.;X
DAH_hms_government;Дагомея;X
DAH_hms_government_ADJ;Дагомейск.;X
DAH_proletarian_dictatorship;Народная Республика Бенин;X
DAH_conservative;Ahosu Faction;X
DAH_liberal;Liberal Faction;X
DAH_reactionary;Empire Faction;X
DAH_conservative_2;Progressive Union;X
DAH_reactionary_2;Ethnic Group of the North;X
DAH_liberal_2;Republican Party;X
DAH_anarcho_liberal;BMFD;X
DAH_socialist;African People's Bloc;X
DAH_communist;People's Revolutionary Party;X
DAH_fascist;Fascist Front;X
###################################################################;;X
DAM;Дамагарам;X
DAM_ADJ;Дамагарамск.;X
DAM_proletarian_dictatorship;Республика Хауса;X
DAM_proletarian_dictatorship_ADJ;Хауск.;X
DAM_presidential_dictatorship;Хаусленд;X
DAM_presidential_dictatorship_ADJ;Хауск.;X
DAM_bourgeois_dictatorship;Хаусленд;X
DAM_bourgeois_dictatorship_ADJ;Хауск.;X
DAM_fascist_dictatorship;Хаусленд;X
DAM_fascist_dictatorship_ADJ;Хауск.;X
DAM_democracy;Хаусленд;X
DAM_democracy_ADJ;Хауск.;X
DAM_absolute_monarchy;Дамагарам;X
DAM_hms_government;Дамагарам;X
DAM_prussian_constitutionalism;X
DAM_conservative;Sultan's Faction;X
DAM_liberal;Reform Faction;X
DAM_reactionary;Religious Faction;X
DAM_anarcho_liberal;Freedom Faction;X
DAM_socialist;Justice and Equality Movement;X
DAM_communist;Communist Faction;X
DAM_fascist;Fascist Faction;X
###################################################################;;X
DJA;Джамби;X
DJA_ADJ;Джамбск.;X
###################################################################;;X
DON;Казачество;X
DON_ADJ;Казакск.;X
DON_absolute_monarchy;Казакский Гетманат;X
DON_hms_government;Казакский Слоюз;X
DON_prussian_constitutionalism;Казакский Гетманат;X
DON_fascist_dictatorship;Казакия;X
DON_conservative;The Conservatives;X
DON_liberal;The Liberals;X
DON_reactionary;The Hetmanate Faction;X
DON_anarcho_liberal;The Libertains;X
DON_socialist;The Socialists;X
DON_communist;The Communists;X
DON_fascist;The Nationalist Faction;X
###################################################################;;X
DLM;Далмация;X
DLM_ADJ;Далмацск.;X
###################################################################;;X
DND;Королевство Денди;X
DND_ADJ;Дендск.;X
DND_proletarian_dictatorship;Республика Сонгай;X
DND_proletarian_dictatorship_ADJ;Сонгайск.;X
DND_presidential_dictatorship;Сонгай;X
DND_presidential_dictatorship_ADJ;Сонгайск;X
DND_bourgeois_dictatorship;Сонгай;X
DND_bourgeois_dictatorship_ADJ;Сонгайск;X
DND_fascist_dictatorship;Республика Денди;X
DND_democracy;Сонгай;X
DND_democracy_ADJ;Сонгайск;X
DND_conservative;Askiya Faction;X
DND_liberal;Reform Faction;X
DND_reactionary;Religious Faction;X
DND_anarcho_liberal;Freedom Faction;X
DND_socialist;Justice and Equality Movement;X
DND_communist;Communist Faction;X
DND_fascist;Fascist Faction;X
###################################################################;;X
ENT;Энтре Риос;X
ENT_ADJ;Энтрерианск.;X
ENT_conservative;Federalistas;X
ENT_conservative_2;Partido Federalista;X
ENT_liberal;Partido Liberal;X
ENT_liberal_2;Partido Democracia;X
ENT_socialist;Partido Azul;X
ENT_conservative_3;Union Civica de Entre Rios;X
ENT_communist;Partido Communista;X
ENT_liberal_3;Liberales;X
ENT_reactionary;Partido Nacionalista;X
ENT_anarcho_liberal;Partido Radical;X
ENT_socialist_2;Partido Socialista;X
ENT_fascist;Partido Fascista;X
###################################################################;;X
FDL;Фадли;X
FDL_ADJ;Фадлийск.;X
###################################################################;;X
FIU;Фиуме;X
FIU_ADJ;Фиумск.;X
FIU_fascist_dictatorship;Карнаро;X
FIU_bourgeois_dictatorship;Карнаро;X
FIU_presidential_dictatorship;Карнаро;X
FIU_democracy;Свободный город Фиуме;X
FIU_liberal;Partito Liberale;X
FIU_conservative;Partito Autonomo;X
FIU_reactionary;Nazionalisti;X
FIU_socialist;Partito Socialista di Fiume;X
FIU_communist;Partito Comunista di Fiume;X
FIU_anarcho_liberal;Radicali;X
FIU_fascist;Fascisti;X
###################################################################;;X
GAZ;Газа;X
GAZ_ADJ;Газск.;X
GAZ_absolute_monarchy;Империя Газа;X
GAZ_conservative;King's Faction;X
GAZ_liberal;Reform Faction;X
GAZ_reactionary;Traditionalist faction;X
GAZ_anarcho_liberal;Freedom Faction;X
GAZ_socialist;People's Front;X
GAZ_communist;Communist Party;X
GAZ_fascist;Fascist Faction;X
###################################################################;;X
GBU;Гвинея-Бисау;X
GBU_ADJ;Гвинеябисауск.;X
GBU_absolute_monarchy;Империя Каабу;X
GBU_absolute_monarchy_ADJ;Каабуксбк.;X
GBU_conservative;Mansaba Faction;X
GBU_liberal;Reform Faction;X
GBU_reactionary;Empire Faction;X
GBU_conservative_2;Democratic Front;X
GBU_liberal_2;Party for Social Renewal;X
GBU_reactionary_2;Guinean Civic Forum;X
GBU_anarcho_liberal;Democratic Party of Progress;X
GBU_socialist;Struggle Front for Independence;X
GBU_communist;African Party of Independence;X
GBU_fascist;Bafata Movement;X
###################################################################;;X
GEL;Геледи;X
GEL_ADJ;Геледск.;X
GEL_conservative;Sheikal Faction;X
GEL_liberal;The Liberal Faction;X
GEL_reactionary;The Nationalist Faction;X
GEL_anarcho_liberal;The Radical Faction;X
GEL_socialist;The Socialist Faction;X
GEL_communist;The Communist Faction;X
GEL_fascist;The Greater Somalia Faction;X
###################################################################;;X
GLM;Галиция и Лодомерия;X
GLM_ADJ;Галицск.;X
GLM_absolute_monarchy;Королевство Галиции и Лодомерии;X
###################################################################;;X
GON;Бэгемдыр;X
GON_ADJ;Бэгемдырск.;X
GON_conservative;Imperial Faction;X
GON_liberal;Reform Faction;X
GON_reactionary;Ras Faction;X
GON_anarcho_liberal;Radical Faction;X
GON_socialist;Socialist Party;X
GON_communist;Communist Party;X
GON_fascist;Fascist Faction;X
###################################################################;;X
GUY;Гайана;X
GUY_ADJ;Гайанск.;X
GUY_conservative;Dutch Faction;X
GUY_liberal;French Faction;X
GUY_socialist;Ruimveldt Party;X
GUY_communist;British Guiana Labour Union;X
GUY_reactionary;British Faction;X
GUY_anarcho_liberal;American Faction;X
GUY_fascist;Unity Party;X
###################################################################;;X
HAL;Хаил;X
HAL_ADJ;Хаилск.;X
HAL_prussian_constitutionalism;Аль Рашид;X
HAL_prussian_constitutionalism_ADJ;Альрашидск.;X
HAL_absolute_monarchy;Эмират Джебель-Шаммар;X
HAL_absolute_monarchy_ADJ;Альрашидск;X
HAL_hms_government;Эмират Джебель-Шаммар;X
HAL_hms_government_ADJ;Альрашидск;X
HAL_prussian_constitutionalism;Jabal Shammar;X
HAL_reactionary;Hizb al-Hashemiyya al-Urduni;X
HAL_conservative;Hizb al-Wasat al-Islami;X
HAL_liberal;Yasari-d-al-Dimaqrati al-Urduni;X
HAL_anarcho_liberal;Al Anarkiliberali;X
HAL_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;X
HAL_communist;Al-Hizb al-Shuyui al-Urduni;X
HAL_fascist;Hizb al-Mustaqbal;X
###################################################################;;X
HAR;Харэр;X
HAR_ADJ;Харэрск.;X
HAR_conservative;Emir's Faction;X
HAR_liberal;Reform Faction;X
HAR_reactionary;Religious Faction;X
HAR_anarcho_liberal;Radical Faction;X
HAR_socialist;Socialist Party;X
HAR_communist;Communist Party;X
HAR_fascist;Islamic Party;X
###################################################################;;X
JAL;Фута-Джаллон;X
JAL_ADJ;Джалонск.;X
JAL_conservative;Almami's Faction;X
JAL_liberal;Liberal Faction;X
JAL_reactionary;The Jihadis;X
JAL_anarcho_liberal;Radical Faction;X
JAL_socialist;Socialist Faction;X
JAL_communist;Communist Faction;X
JAL_fascist;Fascist Faction;X
###################################################################;;X
KAF;Каффа;X
KAF_ADJ;Каффск.;X
KAF_conservative;Royal faction;X
KAF_liberal;Reform Faction;X
KAF_reactionary;Traditionalist faction;X
KAF_anarcho_liberal;Freedom Faction;X
KAF_socialist;Socialist Faction;X
KAF_communist;Communist Faction;X
KAF_fascist;Fascist Faction;X
###################################################################;;X
KAG;Исикава;X
KAG_ADJ;Исикавск.;X
KAG_absolute_monarchy;Кага;X
KAG_absolute_monarchy_ADJ;Исикавск.;X
KAG_prussian_constitutionalism;Кага;X
KAG_prussian_constitutionalism_ADJ;Исикавск.;X
KAG_hms_government;Кага;X
KAG_hms_government_ADJ;Исикавск.;X
###################################################################;;X
KAM;Племя Туле;X
KAM_ADJ;Тульск..;X
KAM_presidential_dictatorship;Тульская республика;X
KAM_bourgeois_dictatorship;Тульская республика;X
KAM_proletarian_dictatorship;Тульская республика;X
KAM_conservative;The Conservatives;X
KAM_liberal;The Liberals;X
KAM_reactionary;The Khanate Faction;X
KAM_anarcho_liberal;The Libertains;X
KAM_socialist;The Socialists;X
KAM_communist;The Communists;X
KAM_fascist;The Nationalists;X
###################################################################;;X
KAZ;Казахстан;X
KAZ_ADJ;Казахстанск.;X
KAZ_absolute_monarchy;Казахское Ханство;X
KAZ_conservative;The Conservatives;X
KAZ_liberal;The Liberals;X
KAZ_reactionary;The Khanate Faction;X
KAZ_anarcho_liberal;The Libertains;X
KAZ_socialist;The Socialists;X
KAZ_communist;The Communists;X
KAZ_fascist;The Nationalists;X
###################################################################;;X
KBO;Борну;X
KBO_ADJ;Борнуск.;X
KBO_absolute_monarchy;Империя Борну;X
KBO_conservative;Mai Faction;X
KBO_liberal;Reform Faction;X
KBO_reactionary;Religious Faction;X
KBO_anarcho_liberal;Freedom Faction;X
KBO_socialist;People's welfare Faction;X
KBO_communist;Communist Faction;X
KBO_fascist;Greater Kanem-Bornu Faction;X
###################################################################;;X
KLM;Калимантан;X
KLM_ADJ;Калимантанск.;X
###################################################################;;X
KML;Кумульское ханство;X
KML_ADJ;Kumulian;X
KML_democracy;Республика Кумул;X
KML_bourgeois_dictatorship;Кумул;X
KML_proletarian_dictatorship;Народная Республика Кумул;X
KML_fascist_dictatorship;Kumul;X
KML_conservative;Kumul Shah Faction;X
KML_liberal;Kumul Reformers;X
KML_reactionary;Kumul Fundamentalists;X
KML_anarcho_liberal;Kumul Libertarians;X
KML_socialist;Kumul Socialists;X
KML_communist;Kumul People's Party;X
KML_fascist;Kumul National Front;X
###################################################################;;X
KMK;Калмыкия;X
KMK_ADJ;Калмыкск.;X
KMK_fascist_dictatorship;Калмыкское Ханство;X
KMK_proletarian_dictatorship;Калмыкская Республика;X
KMK_conservative;The Conservatives;X
KMK_liberal;The Liberals;X
KMK_reactionary;The Khanate Faction;X
KMK_anarcho_liberal;The Libertains;X
KMK_socialist;The Socialists;X
KMK_communist;The Communists;X
KMK_fascist;The Mongolian Faction;X
###################################################################;;X
KNG;Конг;X
KNG_ADJ;конгск.;X
KNG_absolute_monarchy;Империя Конг;X
KNG_hms_government;Империя Конг;X
KNG_prussian_constitutionalism;Империя Конг;X
KNG_conservative;Fama's Faction;X
KNG_liberal;Liberal Faction;X
KNG_reactionary;Religious Faction;X
KNG_anarcho_liberal;Radical Faction;X
KNG_socialist;Socialist Faction;X
KNG_communist;Communist Faction;X
KNG_fascist;Fascist Faction;X
###################################################################;;X
KON;Конго;X
KON_ADJ;Конгск.;X
KON_conservative;MweneKongo Faction;X
KON_liberal;Reform Faction;X
KON_reactionary;Religious Faction;X
KON_anarcho_liberal;Radical Faction;X
KON_socialist;Socialist Faction;X
KON_communist;Communist Faction;X
KON_fascist;Fascist Faction;X
###################################################################;;X
KRL;Карелия;X
KRL_ADJ;Карельск.;X
KRL_conservative;Suomalainen puolue;X
KRL_conservative_2;Svenska partiet;X
KRL_liberal;Nuorsuomalaiset;X
KRL_liberal_2;Edistyspuolue;X
KRL_reactionary;Kokoomus;X
KRL_socialist;Sosiaalidemokraatit;X
KRL_anarcho_liberal;Aktivistinen vastustuspuolue;X
KRL_communist;Punakaarti;X
KRL_fascist;Fascists;X
###################################################################;;X
KTH;Касири;X
KTH_ADJ;Касирск.;X
###################################################################;;X
KTI;Кутай;X
KTI_ADJ;Кутайск.;X
KTI_conservative;Royal Faction;X
KTI_liberal;The Liberal Faction;X
KTI_reactionary;The Nationalist Faction;X
KTI_anarcho_liberal;The Radical Faction;X
KTI_socialist;The Socialist Faction;X
KTI_communist;The Communist Faction;X
KTI_fascist;The Fascist Faction;X
###################################################################;;X
KWT;Кувейт;X
KWT_ADJ;Кувейтск.;X
###################################################################;;X
LHJ;Лахдж;X
LHJ_ADJ;Лахджск.;X
###################################################################;;X
LOA;Лоанго;X
LOA_ADJ;Лоангск.;X
LOA_conservative;Ma Lwaagu's Faction;X
LOA_liberal;Reform Faction;X
LOA_reactionary;Traditions Faction;X
LOA_anarcho_liberal;Radical Faction;X
LOA_socialist;Socialist Faction;X
LOA_communist;Communist Faction;X
LOA_fascist;Fascist Faction;X
###################################################################;;X
LSK;Аляска;X
LSK_ADJ;Аляскск.;X
LSK_reactionary;Nationalist Party;X
LSK_conservative;Democratic Party;X
LSK_liberal;Republican Party;X
LSK_anarcho_liberal;Liberal Economists;X
LSK_socialist;Socialist Party;X
LSK_communist;Bolsheviks;X
LSK_fascist;Northern Futurists;X
###################################################################;;X
MCD;Македония;X
MCD_ADJ;Македонск.;X
MCD_democracy;Крушевская Республика;X
###################################################################;;X
MAH;Махараштра;X
MAH_ADJ;Махараштраск.;X
MAH_conservative;Royal Faction;X
MAH_liberal;The Liberal Faction;X
MAH_reactionary;The Nationalist Faction;X
MAH_anarcho_liberal;The Radical Faction;X
MAH_socialist;The Socialist Faction;X
MAH_communist;Communist Faction;X
MAH_fascist;The Fascist Faction;X
###################################################################;;X
MAJ;Маджиртин;X
MAJ_ADJ;Маджиртинск.;X
MAJ_absolute_monarchy;Султанат Маджиртин;X
MAJ_conservative;Sheikal Faction;X
MAJ_liberal;The Liberal Faction;X
MAJ_reactionary;The Nationalist Faction;X
MAJ_anarcho_liberal;The Radical Faction;X
MAJ_socialist;The Socialist Faction;X
MAJ_communist;The Communist Faction;X
MAJ_fascist;The Islamic Faction;X
###################################################################;;X
MAL;Малуку;X
MAL_ADJ;Малукск.;X
MAL_absolute_monarchy;Тидоре;X
MAL_prussian_constitutionalism;Тидоре;X
MAL_hms_government;Тидоре;X
###################################################################;;X
MAS;Массина;X
MAS_ADJ;Массинск.;X
MAS_absolute_monarchy;Империя Массина;X
MAS_conservative;Royal Faction;X
MAS_liberal;Liberal Faction;X
MAS_reactionary;The Jihadis;X
MAS_anarcho_liberal;Radical Faction;X
MAS_socialist;Socialist Faction;X
MAS_communist;Communist Faction;X
MAS_fascist;Fascist Faction;X
###################################################################;;X
MAT;Матабеле;X
MAT_ADJ;Матабелеск.;X
MAT_conservative;Royal Faction;X
MAT_liberal;Reform Faction;X
MAT_reactionary;Empire Faction;X
MAT_anarcho_liberal;Radical Faction;X
MAT_socialist;Socialist Faction;X
MAT_communist;Communist Faction;X
MAT_fascist;Fascist Faction;X
###################################################################;;X
MDV;Бессарабия;X
MDV_ADJ;Бессарабск.;X
###################################################################;;X
MHR;Махра;X
MHR_ADJ;Махраск.;X
###################################################################;;X
MKN;Мукриян;X
MKN_ADJ;Мукриянск.;X
###################################################################;;X
MOS;Моси;X
MOS_ADJ;Мосиск.;X
MOS_absolute_monarchy;Королевства Моси;X
MOS_proletarian_dictatorship;Верхняя Вольта;X
MOS_proletarian_dictatorship_ADJ;Верхневольтск.;X
MOS_fascist_dictatorship;Верхняя Вольта;X
MOS_fascist_dictatorship_ADJ;Верхневольтск.;X
MOS_presidential_dictatorship;Верхняя Вольта;X
MOS_presidential_dictatorship_ADJ;Верхневольтск.;X
MOS_bourgeois_dictatorship;Верхняя Вольта;X
MOS_bourgeois_dictatorship_ADJ;Верхневольтск.;X
MOS_democracy;Республика Верхняя Вольта;X
MOS_democracy_ADJ;Верхневольтск.;X
MOS_conservative;Mogho Naba Faction;X
MOS_liberal;Reform Faction;X
MOS_reactionary;Traditional Faction;X
MOS_anarcho_liberal;Radical Party;X
MOS_socialist;Socialist Party;X
MOS_communist;Communist Party;X
MOS_fascist;Fascist Party;X
###################################################################;;X
NEH;Невшатель;X
