PROV43;Arviat;Arviat;Arviat;;Arviat;;;;;;;
PROV44;Coral Harbour;Coral Harbour;Coral Harbour;;Coral Harbour;;;;;;;
PROV45;Baffin Island;Baffin Island;Baffin Island;;Tierra de Baffin;;;;;;;
PROV46;Toronto;Toronto;Toronto;;Toronto;;;;;;;
PROV47;Fort Severn;Fort Severn;Fort Severn;;Fuerte Severn;;;;;;;
PROV48;Fort Albany;Fort Albany;Fort Albany;;Fuerte Albany;;;;;;;
PROV49;Dryden;Dryden;Dryden;;Dryden;;;;;;;
PROV50;Thunder Bay;Thunder Bay;Thunder Bay;;Bahía de Thunder;;;;;;;
PROV51;Sault Ste Marie;Sault Ste Marie;Sault Ste Marie;;Sault Ste Marie;;;;;;;
PROV52;Sudbury;Sudbury;Sudbury;;Sudbury;;;;;;;
PROV53;Barrie;Barrie;Barrie;;Barrie;;;;;;;
PROV54;Windsor;Windsor;Windsor;;Windsor;;;;;;;
PROV55;Hamilton;Hamilton;Hamilton;;Hamilton;;;;;;;
PROV56;Kingston;Kingston;Kingston;;Kingston;;;;;;;
PROV57;Ottawa;Ottawa;Ottawa;;Ottawa;;;;;;;
PROV58;Montreal;Montréal;Montreal;;Montreal;;;;;;;
PROV59;Nitchequon;Nitchequon;Nitchequon;;Nitchequon;;;;;;;
PROV60;Fort Rupert;Fort Rupert;Fort Rupert;;Fuerte Rupert;;;;;;;
PROV61;Chicoutimi;Chicoutimi;Chicoutimi;;Chicoutimi;;;;;;;
PROV62;Sept-Îles;Sept-Îles;Sept-Iles;;Sept-Iles;;;;;;;
PROV63;Temiscaming;Temiscaming;Temiscaming;;Temiscaming;;;;;;;
PROV64;Trois-Rivières;Trois-Rivières;Trois-Rivieres;;Trois-Rivieres;;;;;;;
PROV65;Quebec City;Québec;Quebec City;;Ciudad de Quebec;;;;;;;
PROV66;Sherbrooke;Sherbrooke;Sherbrooke;;Sherbrooke;;;;;;;
PROV67;Rimouski;Rimouski;Rimouski;;Rimouski;;;;;;;
PROV68;Fredericton;Fredericton;Fredericton;;Fredericton;;;;;;;
PROV69;Bathurst;Bathurst;Bathurst;;Bathurst;;;;;;;
PROV70;Prince Edward Island;Prince Edward Island;Prince Edward Island;;Isla del Príncipe Eduardo;;;;;;;
PROV71;Halifax;Halifax;Halifax;;Halifax;;;;;;;
PROV72;Truro;Truro;Truro;;Truro;;;;;;;
PROV73;Cape Breton Island;Cape Breton Island;Cape Breton Island;;Isla del Cabo Breton;;;;;;;
PROV74;Saint Johns;Saint-John's;Saint Johns;;Saint Johns;;;;;;;
PROV75;Millertown;Millertown;Millertown;;Millertown;;;;;;;
PROV76;Hopedale;Hopedale;Hopedale;;Hopedale;;;;;;;
PROV77;St Pierre & Miquelon;Saint-Pierre et Miquelon;St Pierre & Miquelon;;San Pedro y Miguelón;;;;;;;
PROV78;Seattle;Seattle;Seattle;;Seattle;;;;;;;
PROV79;Spokane;Spokane;Spokane;;Spokane;;;;;;;
PROV80;Walla Walla;Walla Walla;Walla Walla;;Walla Walla;;;;;;;
PROV81;Portland;Portland;Portland;;Portland;;;;;;;
PROV82;Baker City;Baker City;Baker City;;Baker City;;;;;;;
PROV83;Klamath Falls;Klamath Falls;Klamath Falls;;Cataratas de Klamath;;;;;;;
PROV84;San Francisco;San Francisco;San Francisco;;San Francisco Javier;;;;;;;
PROV85;Eureka;Eureka;Eureka;;Eureka;;;;;;;
PROV86;Sacramento;Sacramento;Sacramento;;Sacramento;;;;;;;
PROV87;Monterey;Monterey;Monterey;;Monterrey;;;;;;;
PROV88;Mariposa;Mariposa;Mariposa;;Mariposa;;;;;;;
PROV89;Los Angeles;Los Angeles;Los Angeles;;Los Ángeles;;;;;;;
PROV90;San Diego;San Diego;San Diego;;San Diego;;;;;;;
PROV91;Boise;Boise;Boise;;Boise;;;;;;;
PROV92;Coeur D'Alene;Cœur D'Alene;Coeur D'Alene;;Coeur D'Alene;;;;;;;
PROV93;Pocatello;Pocatello;Pocatello;;Pocatello;;;;;;;
PROV94;Carson City;Carson City;Carson City;;Carson City;;;;;;;
PROV95;Elko;Elko;Elko;;Elko;;;;;;;
PROV96;Las Vegas;Las Vegas;Las Vegas;;Las Vegas;;;;;;;
PROV97;Salt Lake City;Salt Lake City;Salt Lake City;;Salt Lake City;;;;;;;
PROV98;Loa;Loa;Loa;;Loa;;;;;;;
PROV99;Moab;Moab;Moab;;Moab;;;;;;;
PROV100;Phoenix;Phoenix;Phoenix;;Phoenix;;;;;;;
PROV101;Flagstaff;Flagstaff;Flagstaff;;Flagstaff;;;;;;;
PROV102;Tucson;Tucson;Tucson;;Tucson;;;;;;;
PROV103;Santa Fe;Santa Fe;Santa Fe;;Santa Fe;;;;;;;
PROV104;Albuquerque;Albuquerque;Albuquerque;;Albuquerque;;;;;;;
PROV105;Las Cruces;Las Cruces;Las Cruces;;Las Cruces;;;;;;;
PROV106;Denver;Denver;Denver;;Denver;;;;;;;
PROV107;Grand Junction;Grand Junction;Grand Junction;;Grand Junction;;;;;;;
PROV108;Alamosa;Alamosa;Alamosa;;Alamosa;;;;;;;
PROV109;Pueblo;Pueblo;Pueblo;;Pueblo;;;;;;;
PROV110;Cheyenne;Cheyenne;Cheyenne;;Cheyenne;;;;;;;
PROV111;Cody;Cody;Cody;;Cody;;;;;;;
PROV112;Casper;Casper;Casper;;Casper;;;;;;;
PROV113;Bozeman;Bozeman;Bozeman;;Bozeman;;;;;;;
PROV114;Missoula;Missoula;Missoula;;Missoula;;;;;;;
PROV115;Great Falls;Great Falls;Great Falls;;Great Falls;;;;;;;
PROV116;Billings;Billings;Billings;;Billings;;;;;;;
PROV117;Bismarck;Bismarck;Bismarck;;Bismarck;;;;;;;
PROV118;Minot;Minot;Minot;;Minot;;;;;;;
PROV119;Dickinson;Dickinson;Dickinson;;Dickinson;;;;;;;
PROV120;Sioux Falls;Sioux Falls;Sioux Falls;;Sioux Falls;;;;;;;
PROV121;Dupree;Dupree;Dupree;;Dupree;;;;;;;
PROV122;Rapid City;Rapid City;Rapid City;;Rapid City;;;;;;;
PROV123;Omaha;Omaha;Omaha;;Omaha;;;;;;;
PROV124;Alliance;Alliance;Alliance;;Alianza;;;;;;;
PROV125;North Platte;North Platte;North Platte;;Platte Norte;;;;;;;
PROV126;Topeka;Topeka;Topeka;;Topeka;;;;;;;
PROV127;Goodland;Goodland;Goodland;;Goodland;;;;;;;
PROV128;Wichita;Wichita;Wichita;;Wichita;;;;;;;
PROV129;Oklahoma City;Oklahoma City;Oklahoma City;;Oklahoma City;;;;;;;
PROV130;Tahlequah;Tahlequah;Tahlequah;;Tahlequah;;;;;;;
PROV131;Okmulgee;Okmulgee;Okmulgee;;Okmulgee;;;;;;;
PROV132;Houston;Houston;Houston;;Houston;;;;;;;
PROV133;Austin;Austin;Austin;;Austin;;;;;;;
PROV134;Dallas;Dallas;Dallas;;Dallas;;;;;;;
PROV135;Lubbock;Lubbock;Lubbock;;Lubbock;;;;;;;
PROV136;El Paso;El Paso;El Paso;;El Paso;;;;;;;
PROV137;San Antonio;San Antonio;San Antonio;;San Antonio;;;;;;;
PROV138;Laredo;Laredo;Laredo;;Laredo;;;;;;;
PROV139;New Orleans;Nouvelle-Orléans;New Orleans;;Nueva Orleans;;;;;;;
PROV140;Baton Rouge;Baton Rouge;Baton Rouge;;Baton Rouge;;;;;;;
PROV141;Lake Charles;Lake Charles;Lake Charles;;Lago Charles;;;;;;;
PROV142;Shreveport;Shreveport;Shreveport;;Shreveport;;;;;;;
PROV143;Little Rock;Little Rock;Little Rock;;Little Rock;;;;;;;
PROV144;Hot Springs;Hot Springs;Hot Springs;;Hot Springs;;;;;;;
PROV145;Fayetteville;Fayetteville;Fayetteville;;Fayetteville;;;;;;;
PROV146;St Louis;St Louis;St Louis;;St. Louis;;;;;;;
PROV147;Joplin;Joplin;Joplin;;Joplin;;;;;;;
PROV148;Malden;Malden;Malden;;Malden;;;;;;;
PROV149;Jefferson City;Jefferson City;Jefferson City;;Jefferson City;;;;;;;
PROV150;Kansas City;Kansas City;Kansas City;;Kansas City;;;;;;;
PROV151;Des Moines;Des Moines;Des Moines;;Des Moines;;;;;;;
PROV152;Oskaloosa;Oskaloosa;Oskaloosa;;Oskaloosa;;;;;;;
PROV153;Cedar Rapids;Cedar Rapids;Cedar Rapids;;Rápidos de Cedar;;;;;;;
PROV154;Sioux City;Sioux City;Sioux City;;Sioux City;;;;;;;
PROV155;Minneapolis;Minneapolis;Minneapolis;;Minneapolis;;;;;;;
PROV156;Granite Falls;Granite Falls;Granite Falls;;Cataratas Granite;;;;;;;
PROV157;Moorhead;Moorhead;Moorhead;;Moorhead;;;;;;;
PROV158;Duluth;Duluth;Duluth;;Duluth;;;;;;;
PROV159;Milwaukee;Milwaukee;Milwaukee;;Milwaukee;;;;;;;
PROV160;Eau Claire;Eau Claire;Eau Claire;;Eau Claire;;;;;;;
PROV161;Green Bay;Green Bay;Green Bay;;Green Bay;;;;;;;
PROV162;Madison;Madison;Madison;;Madison;;;;;;;
PROV163;Chicago;Chicago;Chicago;;Chicago;;;;;;;
PROV164;Rockford;Rockford;Rockford;;Rockford;;;;;;;
PROV165;Champaign;Champaign;Champaign;;Champaign;;;;;;;
PROV166;Peoria;Peoria;Peoria;;Peoria;;;;;;;
PROV167;Springfield;Springfield;Springfield;;Springfield;;;;;;;
PROV168;Carbondale;Carbondale;Carbondale;;Carbondale;;;;;;;
PROV169;Indianapolis;Indianapolis;Indianapolis;;Indianápolis;;;;;;;
PROV170;Evansville;Evansville;Evansville;;Evansville;;;;;;;
PROV171;South Bend;South Bend;South Bend;;South Bend;;;;;;;
PROV172;Fort Wayne;Fort Wayne;Fort Wayne;;Fuerte Wayne;;;;;;;
PROV173;Detroit;Detroit;Detroit;;Detroit;;;;;;;
PROV174;Grand Rapids;Grand Rapids;Grand Rapids;;Grand Rapids;;;;;;;
PROV175;Saginaw;Saginaw;Saginaw;;Saginaw;;;;;;;
PROV176;Traverse City;Traverse City;Traverse City;;Traverse City;;;;;;;
PROV177;Marquette;Marquette;Marquette;;Marquette;;;;;;;
PROV178;Cleveland;Cleveland;Cleveland;;Cleveland;;;;;;;
PROV179;Columbus;Columbus;Columbus;;Columbus;;;;;;;
PROV180;Sandusky;Sandusky;Sandusky;;Sandusky;;;;;;;
PROV181;Dayton;Dayton;Dayton;;Dayton;;;;;;;
PROV182;Cincinnati;Cincinnati;Cincinnati;;Cincinnati;;;;;;;
PROV183;Marietta;Marietta;Marietta;;Marietta;;;;;;;
PROV184;Louisville;Louisville;Louisville;;Louisville;;;;;;;
PROV185;Lexington;Lexington;Lexington;;Lexington;;;;;;;
PROV186;Bowling Green;Bowling Green;Bowling Green;;Bowling Green;;;;;;;
PROV187;Paducah;Paducah;Paducah;;Paducah;;;;;;;
PROV188;Nashville;Nashville;Nashville;;Nashville;;;;;;;
PROV189;Memphis;Memphis;Memphis;;Memphis;;;;;;;
PROV190;Knoxville;Knoxville;Knoxville;;Knoxville;;;;;;;
PROV191;Chattanooga;Chattanooga;Chattanooga;;Chattanooga;;;;;;;
PROV192;Jackson;Jackson;Jackson;;Jackson;;;;;;;
PROV193;Vicksburg;Vicksburg;Vicksburg;;Vicksburg;;;;;;;
PROV194;Biloxi;Biloxi;Biloxi;;Biloxi;;;;;;;
PROV195;Montgomery;Montgomery;Montgomery;;Montgomery;;;;;;;
PROV196;Tuscaloosa;Tuscaloosa;Tuscaloosa;;Tuscaloosa;;;;;;;
PROV197;Mobile;Mobile;Mobile;;Mobile;;;;;;;
PROV198;Tallahassee;Tallahassee;Tallahassee;;Tallahassee;;;;;;;
PROV199;St Augustine;St Augustine;St Augustine;;St Augustine;;;;;;;
PROV200;Tampa;Tampa;Tampa;;Tampa;;;;;;;
PROV201;Atlanta;Atlanta;Atlanta;;Atlanta;;;;;;;
PROV202;Valdosta;Valdosta;Valdosta;;Valdosta;;;;;;;
PROV203;Bermuda;Bermuda;Bermuda;;Bermudas;;;;;;;
PROV204;Savannah;Savannah;Savannah;;Savannah;;;;;;;
PROV205;Charleston;Charleston;Charleston;;Charleston;;;;;;;
PROV206;Columbia;Colombie;Columbia;;Columbia;;;;;;;
PROV207;Greenville;Greenville;Greenville;;Greenville;;;;;;;
PROV208;Raleigh;Raleigh;Raleigh;;Raleigh;;;;;;;
PROV209;Charlotte;Charlotte;Charlotte;;Charlotte;;;;;;;
PROV210;Wilmington;Wilmington;Wilmington;;Wilmington;;;;;;;
PROV211;Richmond;Richmond;Richmond;;Richmond;;;;;;;
PROV212;Manassas;Manassas;Manassas;;Manassas;;;;;;;
PROV213;Fredericksburg;Fredericksburg;Fredericksburg;;Fredericksburg;;;;;;;
PROV214;Norfolk;Norfolk;Norfolk;;Norfolk;;;;;;;
PROV215;Staunton;Staunton;Staunton;;Staunton;;;;;;;
PROV216;Roanoke;Roanoke;Roanoke;;Roanoke;;;;;;;
PROV217;Wheeling;Wheeling;Wheeling;;Wheeling;;;;;;;
PROV218;Huntington;Huntington;Huntington;;Huntington;;;;;;;
PROV219;Baltimore;Baltimore;Baltimore;;Baltimore;;;;;;;
PROV220;Washington;Washington;Washington;;Washington;;;;;;;
PROV221;Hagerstown;Hagerstown;Hagerstown;;Hagerstown;;;;;;;
PROV222;Dover;Dover;Dover;;Dover;;;;;;;
PROV223;Philadelphia;Philadelphia;Philadelphia;;Filadelfia;;;;;;;
PROV224;Scranton;Scranton;Scranton;;Scranton;;;;;;;
PROV225;Williamsport;Williamsport;Williamsport;;Williamsport;;;;;;;
PROV226;Harrisburg;Harrisburg;Harrisburg;;Harrisburg;;;;;;;
PROV227;Pittsburgh;Pittsburgh;Pittsburgh;;Pittsburgh;;;;;;;
PROV228;Erie;Erie;Erie;;Erie;;;;;;;
PROV229;Newark;Newark;Newark;;Newark;;;;;;;
PROV230;Trenton;Trenton;Trenton;;Trenton;;;;;;;
PROV231;Atlantic City;Atlantic City;Atlantic City;;Atlantic City;;;;;;;
PROV232;New York;New York;New York;;Nueva York;;;;;;;
PROV233;Long Island;Long Island;Long Island;;Long Island;;;;;;;
PROV234;Albany;Albany;Albany;;Albany;;;;;;;
PROV235;Binghamton;Binghamton;Binghamton;;Binghamton;;;;;;;
PROV236;Buffalo;Buffalo;Buffalo;;Buffalo;;;;;;;
PROV237;Rochester;Rochester;Rochester;;Rochester;;;;;;;
PROV238;Syracuse;Syracuse;Syracuse;;Syracuse;;;;;;;
PROV239;Watertown;Watertown;Watertown;;Watertown;;;;;;;
PROV240;Plattsburgh;Plattsburgh;Plattsburgh;;Plattsburgh;;;;;;;
PROV241;Hartford;Hartford;Hartford;;Hartford;;;;;;;
PROV242;Providence;Providence;Providence;;Providence;;;;;;;
PROV243;Boston;Boston;Boston;;Boston;;;;;;;
PROV244;New Bedford;New Bedford;New Bedford;;New Bedford;;;;;;;
PROV245;Pittsfield;Pittsfield;Pittsfield;;Pittsfield;;;;;;;
PROV246;Burlington;Burlington;Burlington;;Burlington;;;;;;;
PROV247;Concord;Concord;Concord;;Concord;;;;;;;
PROV248;Lewiston;Lewiston;Lewiston;;Lewiston;;;;;;;
PROV249;Bangor;Bangor;Bangor;;Bangor;;;;;;;
PROV250;Caribou;Caribou;Caribou;;Caribou;;;;;;;
PROV251;Godthab;Nuuk;Nuuk;;Godthab;;;;;;;
PROV252;Iceland;Islande;Island;;Islandia;;;;;;;
PROV253;Faroe Islands;Îles Féroé;Faröerinseln;;Islas Faroe;;;;;;;
PROV254;Belfast;Belfast;Belfast;;Belfast;;;;;;;
PROV255;Londonderry;Londonderry;Londonderry;;Londonderry;;;;;;;
PROV256;Armagh;Armagh;Armagh;;Armagh;;;;;;;
PROV257;Donegal;Donegal;Donegal;;Donegal;;;;;;;
PROV258;Galway;Galway;Galway;;Galway;;;;;;;
PROV259;Sligo;Sligo;Sligo;;Sligo;;;;;;;
PROV260;Cork;Cork;Cork;;Cork;;;;;;;
PROV261;Limerick;Limerick;Limerick;;Limerick;;;;;;;
PROV262;Waterford;Waterford;Waterford;;Waterford;;;;;;;
PROV263;Dublin;Dublin;Dublin;;Dublín;;;;;;;
PROV264;Kildare;Kildare;Kildare;;Kildare;;;;;;;
PROV265;Wexford;Wexford;Wexford;;Wexford;;;;;;;
PROV266;Aberdeen;Aberdeen;Aberdeen;;Aberdeen;;;;;;;
PROV267;Inverness;Inverness;Inverness;;Inverness;;;;;;;
PROV268;Dundee;Dundee;Dundee;;Dundee;;;;;;;
PROV269;Edinburgh;Edinburgh;Edinburgh;;Edimburgo;;;;;;;
PROV270;Stirling;Stirling;Stirling;;Stirling;;;;;;;
PROV271;Glasgow;Glasgow;Glasgow;;Glasgow;;;;;;;
PROV272;Dumfries;Dumfries;Dumfries;;Dumfries;;;;;;;
PROV273;Cardiff;Cardiff;Cardiff;;Cardiff;;;;;;;
PROV274;Cardigan;Cardigan;Cardigan;;Cardigan;;;;;;;
PROV275;Llandrindod;Llandrindod;Llandrindod;;Llandrindod;;;;;;;
PROV276;Holyhead;Holyhead;Holyhead;;Holyhead;;;;;;;
PROV277;Liverpool;Liverpool;Liverpool;;Liverpool;;;;;;;
PROV278;Manchester;Manchester;Manchester;;Manchester;;;;;;;
PROV279;Carlisle;Carlisle;Carlisle;;Carlisle;;;;;;;
PROV280;Newcastle-upon-Tyne;Newcastle-upon-Tyne;Newcastle-upon-Tyne;;Newcastle-upon-Tyne;;;;;;;
PROV281;Hull;Coque;Hull;;Hull;;;;;;;
PROV282;Leeds;Leeds;Leeds;;Leeds;;;;;;;
PROV283;Sheffield;Sheffield;Sheffield;;Sheffield;;;;;;;
PROV284;Birmingham;Birmingham;Birmingham;;Birmingham;;;;;;;
PROV285;Chester;Chester;Chester;;Chester;;;;;;;
PROV286;Shrewsbury;Shrewsbury;Shrewsbury;;Shrewsbury;;;;;;;
PROV287;Coventry;Coventry;Coventry;;Coventry;;;;;;;
PROV288;Nottingham;Nottingham;Nottingham;;Nottingham;;;;;;;
PROV289;Leicester;Leicester;Leicester;;Leicester;;;;;;;
PROV290;Lincoln;Lincoln;Lincoln;;Lincoln;;;;;;;
PROV291;Cambridge;Cambridge;Cambridge;;Cambridge;;;;;;;
PROV292;Ipswich;Ipswich;Ipswich;;Ipswich;;;;;;;
PROV293;Chelmsford;Chelmsford;Chelmsford;;Chelmsford;;;;;;;
PROV294;Oxford;Oxford;Oxford;;Oxford;;;;;;;
PROV295;St Albans;St Albans;St Albans;;St Albans;;;;;;;
PROV296;Bristol;Bristol;Bristol;;Bristol;;;;;;;
PROV297;Salisbury;Salisbury;Salisbury;;Salisbury;;;;;;;
PROV298;Bath;Bath;Bath;;Bath;;;;;;;
PROV299;Plymouth;Plymouth;Plymouth;;Plymouth;;;;;;;
PROV300;London;London;London;;Londres;;;;;;;
PROV301;Canterbury;Canterbury;Canterbury;;Canterbury;;;;;;;
PROV302;Brighton;Brighton;Brighton;;Brighton;;;;;;;
PROV303;Southampton;Southampton;Southampton;;Southampton;;;;;;;
PROV304;Isle of Man;Île de Man;Isle of Man;;Isla de Man;;;;;;;
PROV305;Trondheim;Trondheim;Trondheim;;Trondheim;;;;;;;
PROV306;Bodo;Bodo;Bodo;;Bodo;;;;;;;
PROV307;Hammerfest;Hammerfest;Hammerfest;;Hammerfest;;;;;;;
PROV308;Alesund;Alesund;Alesund;;Alesund;;;;;;;
PROV309;Bergen;Bergen;Bergen;;Bergen;;;;;;;
PROV310;Christianssand;Christianssand;Christianssand;;Christianssand;;;;;;;
PROV311;Skien;Skien;Skien;;Skien;;;;;;;
PROV312;Drammen;Drammen;Drammen;;Drammen;;;;;;;
PROV313;Christiania;Christiania;Christiania;;Christiania;;;;;;;
PROV314;Hamar;Hamar;Hamar;;Hamar;;;;;;;
PROV315;Lillehammer;Lillehammer;Lillehammer;;Lillehammer;;;;;;;
PROV316;Frederiksstad;Frederiksstad;Frederiksstad;;Frederiksstad;;;;;;;
PROV317;Gävle;Gävle;Gävle;;Gävle;;;;;;;
PROV318;Sundsvall;Sundsvall;Sundsvall;;Sundsvall;;;;;;;
PROV319;Östersund;Östersund;Östersund;;Östersund;;;;;;;
PROV320;Umeå;Umeå;Umeå;;Umea;;;;;;;
PROV321;Luleå;Luleå;Luleå;;Lulea;;;;;;;
PROV322;Stockholm;Stockholm;Stockholm;;Estocolmo;;;;;;;
PROV323;Falun;Falun;Falun;;Falun;;;;;;;
PROV324;Uppsala;Uppsala;Uppsala;;Uppsala;;;;;;;
PROV325;Norrköping;Norrköping;Norrköping;;Norrköping;;;;;;;
PROV326;Västerås;Västerås;Västerås;;Västeras;;;;;;;
PROV327;Örebro;Örebro;Örebro;;Örebro;;;;;;;
PROV328;Karlstad;Karlstad;Karlstad;;Karlstad;;;;;;;
PROV329;Göteborg;Gothenburg;Göteburg;;Gotemburgo;;;;;;;
PROV330;Borås;Borås;Borås;;Borås;;;;;;;
PROV331;Gotland;Gotland;Gotland;;Gotland;;;;;;;
PROV332;Kalmar;Kalmar;Kalmar;;Kalmar;;;;;;;
PROV333;Växjö;Växjö;Växjö;;Växjö;;;;;;;
PROV334;Malmö;Malmö;Malmö;;Malmö;;;;;;;
PROV335;Karlskrona;Karlskrona;Karlskrona;;Karlskrona;;;;;;;
PROV336;Oulu;Oulu;Oulu;;Oulu;;;;;;;
PROV337;Kajaani;Kajaani;Kajaani;;Kajaani;;;;;;;
PROV338;Tornio;Tornio;Tornio;;Tornio;;;;;;;
PROV339;Viipuri;Viipuri;Viipuri;;Viipuri;;;;;;;
PROV340;Kotka;Kotka;Kotka;;Kotka;;;;;;;
PROV341;Mikkeli;Mikkeli;Mikkeli;;Mikkeli;;;;;;;
PROV342;Kuopio;Kuopio;Kuopio;;Kuopio;;;;;;;
PROV343;Helsinki;Helsinki;Helsinki;;Helsinki;;;;;;;
PROV344;Hämeenlinna;Hämeenlinna;Hameenlinna;;Hameenlinna;;;;;;;
PROV345;Turku;Turku;Turku;;Turku;;;;;;;
PROV346;Vaasa;Vaasa;Vaasa;;Vaasa;;;;;;;
PROV347;Tampere;Tampere;Tampere;;Tampere;;;;;;;
PROV348;Åland Islands;Îles Åland;Aland-Inseln;;Islas Aland;;;;;;;
PROV349;Reval;Reval;Reval;;Reval;;;;;;;
PROV350;Narva;Narva;Narva;;Narva;;;;;;;
PROV351;Pärnu;Pärnu;Parnu;;Parnu;;;;;;;
PROV352;Dorpat;Dorpat;Dorpat;;Dorpat;;;;;;;
REMOVE_PROV353;Kuressaare;Kuressaare;Kuressaare;;Kuressaare;;;;;;;
PROV354;Riga;Riga;Riga;;Riga;;;;;;;
PROV355;Valmiera;Valmiera;Valmiera;;Valmiera;;;;;;;
PROV356;Daugavpils;Daugavpils;Daugavpils;;Daugavpils;;;;;;;
PROV357;Jelgava;Jelgava;Jelgava;;Jelgava;;;;;;;
PROV358;Ventspils;Ventspils;Ventspils;;Ventspils;;;;;;;
PROV359;Liepaja;Liepaja;Liepaja;;Liepâja;;;;;;;
PROV360;Vilnius;Vilnius;Vilnius;;Vilnius;;;;;;;
PROV361;Kaunas;Kaunas;Kaunas;;Kaunas;;;;;;;
PROV362;Marijampole;Marijampole;Marijampole;;Marijampole;;;;;;;
PROV363;Panevezys;Panevezys;Panevezys;;Panevézys;;;;;;;
PROV364;Siauliai;Siauliai;Siauliai;;Siauliai;;;;;;;
PROV365;Palanga;Palanga;Palanga;;Palanga;;;;;;;
PROV366;Aarhus;Aarhus;Aarhus;;Aarhus;;;;;;;
PROV367;Aalborg;Aalborg;Aalborg;;Alborg;;;;;;;
PROV368;Ribe;Ribe;Ribe;;Ribe;;;;;;;
PROV369;Kiel;Kiel;Kiel;;Kiel;;;;;;;
PROV370;Flensburg;Flensburg;Flensburg;;Flensburg;;;;;;;
PROV371;Aabenraa;Aabenraa;Aabenraa;;Aabenraa;;;;;;;
PROV372;Copenhagen;Copenhague;Kopenhagen;;Copenhage;;;;;;;
PROV373;Odense;Odense;Odense;;Odense;;;;;;;
PROV374;Bornholm;Bornholm;Bornholm;;Bornholm;;;;;;;
PROV375;Amsterdam;Amsterdam;Amsterdam;;Amsterdam;;;;;;;
PROV376;Rotterdam;Rotterdam;Rotterdam;;Rotterdam;;;;;;;
PROV377;Utrecht;Utrecht;Utrecht;;Utrecht;;;;;;;
PROV378;Middelburg;Middelburg;Middelburg;;Middelburg;;;;;;;
PROV379;Eindhoven;Eindhoven;Eindhoven;;Eindhoven;;;;;;;
PROV380;Breda;Breda;Breda;;Breda;;;;;;;
PROV381;Maastricht;Maastricht;Maastricht;;Maastricht;;;;;;;
PROV382;Arnhem;Arnhem;Arnheim;;Arnhem;;;;;;;
